CIFILE	CISOPT	CITX40	CITX15	CIKEY1	CIAGG1	CIDSC1	CIKEY2	CIAGG2	CIDSC2	CIKEY3	CIAGG3	CIDSC3	CIKEY4	CIAGG4	CIDSC4	CIKEY5	CIAGG5	CIDSC5	CIKEY6	CIAGG6	CIDSC6	CIKEY7	CIAGG7	CIDSC7	CIKEY8	CIAGG8	CIDSC8	CIKEY9	CIAGG9	CIDSC9	CIKE10	CIAG10	CIDS10	CIKE11	CIAG11	CIDS11	CIKE12	CIAG12	CIDS12	CIKE13	CIAG13	CIDS13	CIKE14	CIAG14	CIDS14	CIKE15	CIAG15	CIDS15	CISEL1	CISOK1	CIOPR1	CIVAL1	CISEL2	CISOK2	CIOPR2	CIVAL2	CISEL3	CISOK3	CIOPR3	CIVAL3	CISEL4	CISOK4	CIOPR4	CIVAL4	CISEL5	CISOK5	CIOPR5	CIVAL5	CISEL6	CISOK6	CIOPR6	CIVAL6	CISTAT	CITXID	CIRGDT	CIRGTM	CILMDT	CICHNO	CICHID	CIMS51	CIMS52	CIMS53	CIMS54	CILMTS	CIJNSO	CIJNTB	CISOPM	CISOPJ	CISECF
ACUINV    	30	ACUINV30	ACUINV30       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITALNT	0	0	ITALI1	0	0	ITPYNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WYL02	1387464951310	0	          	  	  	
ACUINV    	35	ACUINV35	ACUINV35       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITALNT	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951310	0	          	  	  	
ACUINV    	40	ACUINV40	ACUINV40       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITPUNO	0	0	ITPNLI	0	0	ITPNLS	0	0	ITYEA4	0	0	ITVSER	0	0	ITVONO	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951310	0	          	  	  	
ACUINV    	50	ACUINV50	ACUINV50       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITSUFI	0	0	ITITNO	0	0	ITBANO	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951310	0	          	  	  	
ACUINV    	51	ACUINV51	ACUINV51       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITCLPY	0	0	ITOPNO	0	0	ITITNO	0	0	ITALI1	0	0	ITPYNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951310	0	          	  	  	
ACUINV    	52	ACUINV52	ACUINV52       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITCLPY	0	0	ITITNO	0	0	ITBANO	0	0	ITALI1	0	0	ITPYNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951310	0	          	  	  	
ACUINV    	53	ACUINV53	ACUINV53       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITCLPY	0	0	ITCLAG	0	0	ITWATP	0	0	ITPYNO	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951326	0	          	  	  	
ACUINV    	55	ACUINV55	ACUINV55       	ITALNT	0	0	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITSUFI	0	0	ITPLGR	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WYL02	WOR03	WPO03	WYQ04	1387464951326	0	          	  	  	
ACUINV    	60	ACUINV60	ACUINV60       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITOPNO	0	0	ITITNO	0	0	ITPYNO	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WOP12	1387464951326	0	          	  	  	
ACUINV    	70	ACUINV70	ACUINV70       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITMFNO	0	0	ITPYNO	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WMF12	1387464951326	0	          	  	  	
ACUINV    	80	ACUINV80	ACUINV80       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITGSR1	0	0	ITOPNO	0	0	ITITNO	0	0	ITSUFI	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951326	0	          	  	  	
ACUINV    	85	ACUINV85	ACUINV85       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITMFNO	0	0	ITMSEQ	0	0	ITOPNO	0	0	ITITNO	0	0	ITSUFI	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951341	0	          	  	  	
ACUIVH    	00	ACUIVH00	ACUIVH00       	IHDIVI	0	0	IHYEA4	0	0	IHINPX	0	0	IHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WINB6	WIV04	1387464954224	0	          	  	  	
ACUIVH    	01	ACUIVH01	ACUIVH01       	IHDIVI	0	0	IHYEA4	0	0	IHEXIN	0	0	IHIVNO	0	0	IHINPX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WEX47	WIV04	1387464954240	0	          	  	  	
ACUIVH    	10	ACUIVH10	ACUIVH10       	IHDIVI	0	0	IHYEA4	0	0	IHFACI	0	0	IHVONO	0	0	IHINPX	0	0	IHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WFAC3	WVN01	1387464954240	0	          	  	  	
ACUIVH    	11	ACUIVH11	ACUIVH11       	IHDIVI	0	0	IHYEA4	0	0	IHFACI	0	0	IHVONO	0	0	IHEXIN	0	0	IHINPX	0	0	IHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WFAC3	WVN01	1387464954240	0	          	  	  	
ACUIVH    	20	ACUIVH20	ACUIVH20       	IHDIVI	0	0	IHYEA4	0	0	IHAIIS	0	0	IHINPX	0	0	IHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WYI10	WINB6	1387464954240	0	          	  	  	
ACUIVH    	30	ACUIVH30	ACUIVH30       	IHDIVI	0	0	IHYEA4	0	0	IHFACI	0	0	IHINPX	0	0	IHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WFAC3	WINB6	1387464954240	0	          	  	  	
ACUIVH    	31	ACUIVH31	ACUIVH31       	IHDIVI	0	0	IHYEA4	0	0	IHFACI	0	0	IHEXIN	0	0	IHINPX	0	0	IHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WFAC3	WEX47	1387464954255	0	          	  	  	
ACUIVH    	40	ACUIVH40	ACUIVH40       	IHDIVI	0	0	IHYEA4	0	0	IHEXIN	0	0	IHINPX	0	0	IHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WEX47	WINB6	1387464954255	0	          	  	  	
ACUIVH    	50	ACUIVH50	ACUIVH50       	IHDIVI	0	0	IHYEA4	0	0	IHVSER	0	0	IHVONO	0	0	IHINPX	0	0	IHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WVSE1	WVN01	1387464954255	0	          	  	  	
ACUIVL    	00	ACUIVL00	ACUIVL00       	ILDIVI	0	0	ILYEA4	0	0	ILORNO	0	0	ILINPX	0	0	ILIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WOR03	WINB6	1387464954747	0	          	  	  	
ACUIVL    	01	ACUIVL01	ACUIVL01       	ILDIVI	0	0	ILYEA4	0	0	ILORNO	0	0	ILEXIN	0	0	ILIVNO	0	0	ILINPX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WOR03	WEX47	1387464954763	0	          	  	  	
ACUIVL    	10	ACUIVL10	ACUIVL10       	ILDIVI	0	0	ILYEA4	0	0	ILINPX	0	0	ILIVNO	0	0	ILORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65554	20131219	0	MOVEX     	WDI01	WYEA1	WINB6	WIV04	1387464954763	0	          	  	  	
ACUMEP    	00	ACUMEP00	ACUMEP00       	MPPRIO	0	0	MPOBV1	0	0	MPOBV2	0	0	MPOBV3	0	0	MPMES0	0	0	MPMVA0	0	0	MPSTDT	0	0	MPMVA1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65544	20131219	0	MOVEX     	WPR51	WOB21	WOB22	WOB23	1387464944034	0	          	  	  	
ACUMEP    	10	ACUMEP10	ACUMEP10       	MPPRIO	0	0	MPOBV1	0	0	MPOBV2	0	0	MPOBV3	0	0	MPMES0	0	0	MPMVA1	0	0	MPSTDT	0	0	MPMVA0	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65544	20131219	0	MOVEX     	WPR51	WOB21	WOB22	WOB23	1387464944034	0	          	  	  	
ACUMOC    	00	ACUMOC00	ACUMOC00       	IFAMON	0	0	IFFDAY	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65544	20131219	0	MOVEX     	WYM27	WFD07	     	     	1387464944208	0	          	  	  	
ACUMOC    	01	ACUMOC01	ACUMOC01       	IFAMON	0	0	IFFDAY	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65544	20131219	0	MOVEX     	WYM27	WFD07	     	     	1387464944208	0	          	  	  	
ACUOEX    	00	ACUOEX00	ACUOEX00       	PEORNO	0	0	PEFUDX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WOR03	WFU05	     	     	1387464952134	0	          	  	  	
ACUOEX    	01	ACUOEX01	ACUOEX01       	PEORNO	0	0	PEFUDX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WOR03	WFU05	     	     	1387464952134	0	          	  	  	
ACUOEX    	10	ACUOEX10	ACUOEX10       	PEORNO	0	0	PEFUDX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WOR03	WFU05	     	     	1387464952134	0	          	  	  	
ACUOEX    	20	ACUOEX20	ACUOEX20       	PERESP	0	0	PEFUDX	0	0	PEORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WRE01	WFU05	WOR03	     	1387464952150	0	          	  	  	
ACUOEX    	30	ACUOEX30	ACUOEX30       	PECUNO	0	0	PEFUDX	0	0	PEORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WCU02	WFU05	WOR03	     	1387464952150	0	          	  	  	
ACUOLC    	00	ACUOLC00	ACUOLC00       	OFORNO	0	0	OFPONR	0	0	OFCRID	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30741	20140322	0	MOVEX     	WOR03	WPO03	WCR01	     	1395482861826	0	          	  	  	
ACUOLD    	00	ACUOLD00	ACUOLD00       	ICORNO	0	0	ICPONR	0	0	ICPNLX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65553	20131219	0	MOVEX     	WOR03	WPO03	WPN06	     	1387464953709	0	          	  	  	
ACUOLD    	20	ACUOLD20	ACUOLD20       	ICORNO	0	0	ICPONR	0	0	ICPUOS	0	0	ICPNLX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65553	20131219	0	MOVEX     	WOR03	WPO03	WPU18	WPN06	1387464953709	0	          	  	  	
ACUOLP    	00	ACUOLP00	ACUOLP00       	OPORNO	0	0	OPPONR	0	0	OPAQUO	0	0	OPPYNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65548	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464948506	0	          	  	  	
ACUOLS    	00	ACUOLS00	ACUOLS00       	OSORNO	0	0	OSPONR	0	0	OSAQUO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65548	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	     	1387464948235	0	          	  	  	
ACUOQH    	00	ACUOQH00	ACUOQH00       	QFORNO	0	0	QFPONR	0	0	QFAQUO	0	0	QFCUNO	0	0	QFSTAT	0	0	QFORCD	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65549	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WCU02	1387464949057	0	          	  	  	
ACUOQH    	10	ACUOQH10	ACUOQH10       	QFCUNO	0	0	QFSTAT	0	0	QFORNO	0	0	QFPONR	0	0	QFAQUO	0	0	QFORCD	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65549	20131219	0	MOVEX     	WCU02	WST03	WOR03	WPO03	1387464949057	0	          	  	  	
ACUOQH    	20	ACUOQH20	ACUOQH20       	QFSTAT	0	0	QFCUNO	0	0	QFORNO	0	0	QFPONR	0	0	QFAQUO	0	0	QFORCD	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65549	20131219	0	MOVEX     	WST03	WCU02	WOR03	WPO03	1387464949057	0	          	  	  	
ACUOQH    	30	ACUOQH30	ACUOQH30       	QFGIDT	0	0	QFSTAT	0	0	QFCUNO	0	0	QFORNO	0	0	QFPONR	0	0	QFAQUO	0	0	QFORCD	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65549	20131219	0	MOVEX     	WGID1	WST03	WCU02	WOR03	1387464949057	0	          	  	  	
ACUOQH    	40	ACUOQH40	ACUOQH40       	QFBVD1	0	0	QFSTAT	0	0	QFCUNO	0	0	QFORNO	0	0	QFPONR	0	0	QFAQUO	0	0	QFORCD	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65549	20131219	0	MOVEX     	WBVD1	WST03	WCU02	WOR03	1387464949057	0	          	  	  	
ACUOQH    	50	ACUOQH50	ACUOQH50       	QFBVD2	0	0	QFSTAT	0	0	QFCUNO	0	0	QFORNO	0	0	QFPONR	0	0	QFAQUO	0	0	QFORCD	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65549	20131219	0	MOVEX     	WBVD2	WST03	WCU02	WOR03	1387464949057	0	          	  	  	
ACUOQH    	60	ACUOQH60	ACUOQH60       	QFREFO	0	0	QFCUNO	0	0	QFGIDT	0	0	QFSTAT	0	0	QFORNO	0	0	QFPONR	0	0	QFAQUO	0	0	QFORCD	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65549	20131219	0	MOVEX     	WREF3	WCU02	WGID1	WST03	1387464949073	0	          	  	  	
ACUORA    	00	ACUORA00	ACUORA00       	OAORNO	0	0	OAADRT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65547	20131219	0	MOVEX     	WOR03	WAD09	     	     	1387464947486	0	          	  	  	
ACUORA    	10	ACUORA10	ACUORA10       	OAADRT	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65547	20131219	0	MOVEX     	WAD09	WOR03	     	     	1387464947486	0	          	  	  	
ACUORC    	00	ACUORC00	ACUORC00       	OCORNO	0	0	OCCRID	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65547	20131219	0	MOVEX     	WOR03	WCR01	     	     	1387464947046	0	          	  	  	
ACUORD    	00	ACUORD00	ACUORD00       	ODORNO	0	0	ODDONR	0	0	ODDOGR	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65547	20131219	0	MOVEX     	WOR03	WDO01	WDO16	     	1387464947204	0	          	  	  	
ACUORH    	00	ACUORH00	ACUORH00       	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WOR03	     	     	     	1387464945085	0	          	  	  	
ACUORH    	01	ACUORH01	ACUORH01       	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WOR03	     	     	     	1387464945101	0	          	  	  	
ACUORH    	02	ACUORH02	ACUORH02       	OHFACI	0	0	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WFAC3	WOR03	     	     	1387464945101	0	          	  	  	
ACUORH    	03	ACUORH03	ACUORH03       	OHCUNO	0	0	OHAOSL	0	0	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WCU02	WYOA4	WOR03	     	1387464945101	0	          	  	  	
ACUORH    	10	ACUORH10	ACUORH10       	OHCUNO	0	0	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WCU02	WOR03	     	     	1387464945101	0	          	  	  	
ACUORH    	11	ACUORH11	ACUORH11       	OHLMTS	0	0	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WLM10	WOR03	     	     	1387464945101	0	          	  	  	
ACUORH    	20	ACUORH20	ACUORH20       	OHAAGN	0	0	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WAA18	WOR03	     	     	1387464945101	0	          	  	  	
ACUORH    	21	ACUORH21	ACUORH21       	OHAAGN	0	0	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WAA18	WOR03	     	     	1387464945116	0	          	  	  	
ACUORH    	30	ACUORH30	ACUORH30       	OHFACI	0	0	OHPRNO	0	0	OHBANO	0	0	OHORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65545	20131219	0	MOVEX     	WFAC3	WPR01	WBA04	WOR03	1387464945116	0	          	  	  	
