"Type","ID","Name","thgskuid","thghjlegacyerpproductnumber","thgproductsize","thgskutype","thghjlegacyerpproductdescription","thgskustatus","thgskuname","thgskudescription","thguom","itemgroup","productgroup","itemtype","thgprimarymakebuy","thgnetweight","thggrossweight","thgproducttaxcode","thgreturnsallowed","thgareaofstudy","thgdegreedependent","thgdegreetype","thghjproductcollection","thghjschoolyear","thghjyeardated","thglicensingrate","thglicensingreferenceid","thgpackagingchangeoffered","thgpackagingoption","thgprimaryproductmaterial","thgproductcontent","thgproductroyaltygroup","thgproductid","accessorytype","badgetype","basecolor","chainlength","chaintype","charmtype","closuretype","color1","color2","color3","comeswithchain","comeswithcharmpendanttag","cordtype","thgdimensions","earringtype","embelishmentdecorating","engraving","engravingfont","engravinglines","engravingmaxcharacters","engravingmincharacters","engravingoptions","engravingpriceperchar","engravingsurcharge","fabrictype","findings","greekletter","greekletterdependent","hasstone","metalandmetalquality","metalfinishingfutroncolor","metalfinishingfutronrequired","metalfinishingnumberoffutroncolors","metalfinishingplating","metalfinishingpolishing","metalfinishingspiritblastcolorfinish","multipiececonstruction","pinshape","primaryribboncolor","ringfingersize","ringstylesize","ringtype","pintype","pendanttype","necklacetype","bracelettype","medaltype","insigniatype","secondaryribboncolor","sides","sizecategory","stoletype","stonearrangement","stonebottomcut","stonecolor","stonecolorbirthstone","stonequality","stonequalitydiamond","stoneshape","stonesize","stonetopcut","stonetreatment","stonetype","trimcolor","weavingtype","thgaltimagetext1","thgaltimagetext10","thgaltimagetext2","thgaltimagetext3","thgaltimagetext4","thgaltimagetext5","thgaltimagetext6","thgaltimagetext7","thgaltimagetext8","thgaltimagetext9","thgimagefilename10","thgimagefilename2","thgimagefilename3","thgimagefilename4","thgimagefilename5","thgimagefilename6","thgimagefilename7","thgimagefilename8","thgimagefilename9","thgimagesourcealt10","thgimagesourcealt4","thgimagesourcealt5","thgimagesourcealt6","thgimagesourcealt7","thgimagesourcealt8","thgimagesourcealt9","thgimagesourcealt1","thgimagesourcealt2","thgimagesourcealt3","thgimagesourcemain","thgimagetitle1","thgimagetitle10","thgimagetitle2","thgimagetitle3","thgimagetitle4","thgimagetitle5","thgimagetitle6","thgimagetitle7","thgimagetitle8","thgimagetitle9","thgmainimagefilename","thgmainimagetext","thgmainimagetitle","thghjbusinessentity","thghtcs","thgproductionleadtimeindays","thgspecialtyitem","thgspecialtyitemfulfillment","thgupc","thgwarrantydetail","thg3dmodel","thgecommercetaxonomy","thgfeaturedproduct","thgnewproduct","thgproductconfigurationrequired","thgproductpersonalizationallowed","thgproductpersonalizationrequired","thgproductsellable","thgrestricteditem","thgweblongdescription","thgwebshortdescription","metalweightdwt","metal","metalquality","containsgold","thglicensed","thglicensedcollection","Column(152)","Column(153)","Column(154)","Column(155)","Column(156)","Column(157)","Column(158)","Column(159)","Column(160)","Column(161)","Column(162)","Column(163)","Column(164)","Column(165)","Column(166)","Column(167)","Product Taxonomy"
"sku","","","A000023261","3-1757  RP","","Finished Good","DMS PIN W/ #15 INDY RED,#2 BPA","20","DMS PIN W/ #15 INDY RED,#2 BPA","DMS PIN W/ #15 INDY RED,#2 BPA","Each","Pins","Medical","Jewelry","Manufactured","","","Pins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7117.90.1000","","","","","","","","","","","","","","","","","","","Rhodium Plate","N","","","3-1757 RP","Medical","SE HEALTH COLLEGE OF NURSING","013751","MRA","Rhodium Plate","08/01/25","07/31/26","","22.65","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Pins>>Medical"
"sku","","","A000023262","3-1758 RP","","Finished Good","EMS LT W/ #92 BLACK","20","EMS LT W/ #92 BLACK","EMS LT W/ #92 BLACK","Each","Pins","Medical","Jewelry","Manufactured","","","Pins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7117.90.1000","","","","","","","","","","","","","","","","","","","Rhodium Plate","N","","","3-1758 RP","Medical","GUILFORD TECH CC BOOKSTORE","321578","MRA","Rhodium Plate","08/01/25","07/31/26","","19.55","","46","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Pins>>Medical"
"sku","","","A000023869","3180CD       MED","","Component","3180CD PLAIN DOUBLE LTR GUARD","20","3180CD PLAIN DOUBLE LTR GUARD","3180CD PLAIN DOUBLE LTR GUARD","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3180CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000023870","3181CD       MED","","Component","3181CD HEART OF AGD AWARD DNGL","20","3181CD HEART OF AGD AWARD DNGL","3181CD HEART OF AGD AWARD DNGL","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3181CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000023872","3183CD       MED","","Component","3183CD ORDER OF THE ROSE AWARD","20","3183CD ORDER OF THE ROSE AWARD","3183CD ORDER OF THE ROSE AWARD","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3183CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000023878","3185CDGE","","Component","3185CD VOLUNTEER LEARSHIP CONF DANGLE (#82)","20","3185CD VOLUNTEER LEARSHIP CONF DANGLE (#82)","3185CD VOLUNTEER LEARSHIP CONF DANGLE (#82)","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3185CDGE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000023896","3197CDGE","","Component","PLAIN DOUBLE LETTER GUARD GE XI XI","20","PLAIN DOUBLE LETTER GUARD GE XI XI","PLAIN DOUBLE LETTER GUARD GE XI XI","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3197CDGE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000023908","3203CD       MED","","Component","3203CD ALOMEP PLEDGE PIN","20","3203CD ALOMEP PLEDGE PIN","3203CD ALOMEP PLEDGE PIN","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3203CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024038","3279CD       MED","","Component","3279CD THALKA MONO RECOG BUTTN THETA ALPHA KAPPA","20","3279CD THALKA MONO RECOG BUTTN THETA ALPHA KAPPA","3279CD THALKA MONO RECOG BUTTN THETA ALPHA KAPPA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3279CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024048","3280CDSS","","Component","PLAIN DOUBLE LETTER GUARD SS ETA PHI","20","PLAIN DOUBLE LETTER GUARD SS ETA PHI","PLAIN DOUBLE LETTER GUARD SS ETA PHI","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3280CDSS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024050","32827005259  SYN","","Component","9.9 X 7 PEAR SHAPE PINK SAPPH FAC TOP & BACK ENC 70 IN YELLO","20","9.9 X 7 PEAR SHAPE PINK SAPPH FAC TOP & BACK ENC 70 IN YELLO","9.9 X 7 PEAR SHAPE PINK SAPPH FAC TOP & BACK ENC 70 IN YELLO","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32827005259  SYN","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024206","3315CD       MED","","Component","3315CD PLAIN DOUBLE LTR GUARD","20","3315CD PLAIN DOUBLE LTR GUARD","3315CD PLAIN DOUBLE LTR GUARD","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3315CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024210","3316CDGE","","Component","3316CD PLAIN DOUBLE LTR GUARD IOTA TAU   GE","20","3316CD PLAIN DOUBLE LTR GUARD IOTA TAU   GE","3316CD PLAIN DOUBLE LTR GUARD IOTA TAU   GE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3316CDGE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024215","3318CDGE","","Component","PLAIN DOUBLE LETTER GUARD GE OMICRON LAMBDA","20","PLAIN DOUBLE LETTER GUARD GE OMICRON LAMBDA","PLAIN DOUBLE LETTER GUARD GE OMICRON LAMBDA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3318CDGE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024278","3356CD       MED","","Component","3356CD WEB MASTER DANGLE","20","3356CD WEB MASTER DANGLE","3356CD WEB MASTER DANGLE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3356CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024280","33574   WGL","","Finished Good","ESSAY MEDAL W/AUX SEAL","20","ESSAY MEDAL W/AUX SEAL","ESSAY MEDAL W/AUX SEAL","Each","Medals","Medals","Jewelry","Manufactured","","","Medals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8306.29.0000","","","","","","","","","","","","","","","","","","","","N","","","33574 WGL","Medals","AMERICAN LEGION","130095","MRA","White Glo","01/01/17","12/30/18","","0","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Medals"
"sku","","","A000024445","3449CD       MED","","Component","3449CD PHSIPI CHAPTER SERVICE","20","3449CD PHSIPI CHAPTER SERVICE","3449CD PHSIPI CHAPTER SERVICE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3449CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024480","3462CDSS","","Component","3462CD PLAIN DOUBLE LTR GUARD ETA ALPHA","20","3462CD PLAIN DOUBLE LTR GUARD ETA ALPHA","3462CD PLAIN DOUBLE LTR GUARD ETA ALPHA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3462CDSS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024481","3463CD       MED","","Component","3463CD ALKAPS PAST PRES BUTTN","20","3463CD ALKAPS PAST PRES BUTTN","3463CD ALKAPS PAST PRES BUTTN","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3463CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024578","3524CD       MED","","Component","3524CD ALSIAL HEADBAR","20","3524CD ALSIAL HEADBAR","3524CD ALSIAL HEADBAR","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3524CD       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000024600","35504005080  SYN","","Component",".90MM RD DFAC SYN GARNET","20",".90MM RD DFAC SYN GARNET",".90MM RD DFAC SYN GARNET","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35504005080  SYN","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
