"Type","ID","Name","thgskuid","thghjlegacyerpproductnumber","thgproductsize","thgskutype","thghjlegacyerpproductdescription","thgskustatus","thgskuname","thgskudescription","thguom","itemgroup","productgroup","itemtype","thgprimarymakebuy","thgnetweight","thggrossweight","thgproducttaxcode","thgreturnsallowed","thgareaofstudy","thgdegreedependent","thgdegreetype","thghjproductcollection","thghjschoolyear","thghjyeardated","thglicensingrate","thglicensingreferenceid","thgpackagingchangeoffered","thgpackagingoption","thgprimaryproductmaterial","thgproductcontent","thgproductroyaltygroup","thgproductid","accessorytype","badgetype","basecolor","chainlength","chaintype","charmtype","closuretype","color1","color2","color3","comeswithchain","comeswithcharmpendanttag","cordtype","thgdimensions","earringtype","embelishmentdecorating","engraving","engravingfont","engravinglines","engravingmaxcharacters","engravingmincharacters","engravingoptions","engravingpriceperchar","engravingsurcharge","fabrictype","findings","greekletter","greekletterdependent","hasstone","metalandmetalquality","metalfinishingfutroncolor","metalfinishingfutronrequired","metalfinishingnumberoffutroncolors","metalfinishingplating","metalfinishingpolishing","metalfinishingspiritblastcolorfinish","multipiececonstruction","pinshape","primaryribboncolor","ringfingersize","ringstylesize","ringtype","pintype","pendanttype","necklacetype","bracelettype","medaltype","insigniatype","secondaryribboncolor","sides","sizecategory","stoletype","stonearrangement","stonebottomcut","stonecolor","stonecolorbirthstone","stonequality","stonequalitydiamond","stoneshape","stonesize","stonetopcut","stonetreatment","stonetype","trimcolor","weavingtype","thgaltimagetext1","thgaltimagetext10","thgaltimagetext2","thgaltimagetext3","thgaltimagetext4","thgaltimagetext5","thgaltimagetext6","thgaltimagetext7","thgaltimagetext8","thgaltimagetext9","thgimagefilename10","thgimagefilename2","thgimagefilename3","thgimagefilename4","thgimagefilename5","thgimagefilename6","thgimagefilename7","thgimagefilename8","thgimagefilename9","thgimagesourcealt10","thgimagesourcealt4","thgimagesourcealt5","thgimagesourcealt6","thgimagesourcealt7","thgimagesourcealt8","thgimagesourcealt9","thgimagesourcealt1","thgimagesourcealt2","thgimagesourcealt3","thgimagesourcemain","thgimagetitle1","thgimagetitle10","thgimagetitle2","thgimagetitle3","thgimagetitle4","thgimagetitle5","thgimagetitle6","thgimagetitle7","thgimagetitle8","thgimagetitle9","thgmainimagefilename","thgmainimagetext","thgmainimagetitle","thghjbusinessentity","thghtcs","thgproductionleadtimeindays","thgspecialtyitem","thgspecialtyitemfulfillment","thgupc","thgwarrantydetail","thg3dmodel","thgecommercetaxonomy","thgfeaturedproduct","thgnewproduct","thgproductconfigurationrequired","thgproductpersonalizationallowed","thgproductpersonalizationrequired","thgproductsellable","thgrestricteditem","thgweblongdescription","thgwebshortdescription","metalweightdwt","metal","metalquality","containsgold","thglicensed","thglicensedcollection","Column(152)","Column(153)","Column(154)","Column(155)","Column(156)","Column(157)","Column(158)","Column(159)","Column(160)","Column(161)","Column(162)","Column(163)","Column(164)","Column(165)","Column(166)","Column(167)","Product Taxonomy"
"sku","","","A000189762","SC-9852 MSCJH","","Finished Good","MARS HILL UNIV MD CUS LAMP","20","MARS HILL UNIV MD CUS LAMP","MARS HILL UNIV MD CUS LAMP","Each","Gifts & Keepsakes","Lamps","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","SC-9852 MSCJH","Lamps","MARS HILL UNIVERSITY","323390","MRA","Non Metal","#N/A","#N/A","","#N/A","","","","N","N/A","","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Lamps"
"sku","","","A000189765","SC-9944 MSCJH","","Finished Good","UNIV OF MOBILE MED LAMP","20","UNIV OF MOBILE MED LAMP","UNIV OF MOBILE MED LAMP","Each","Gifts & Keepsakes","Lamps","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","SC-9944 MSCJH","Lamps","UNIVERSITY OF MOBILE","015019","MRA","Non Metal","#N/A","#N/A","","#N/A","","","","N","N/A","","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Lamps"
"sku","","","A000189766","SC-9946 MSC","","Finished Good","CAPPING LAMP W/ GOLD LOGO","20","CAPPING LAMP W/ GOLD LOGO","CAPPING LAMP W/ GOLD LOGO","Each","Gifts & Keepsakes","Lamps","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","SC-9946 MSC","Lamps","REINHARDT UNIVERSITY","REI100","MRA","Non Metal","#N/A","#N/A","","#N/A","","30","","N","N/A","","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Lamps"
"sku","","","A000189767","SC-9948 MSC","","Finished Good","CAPPING LAMP W/ GOLD LOGO","20","CAPPING LAMP W/ GOLD LOGO","CAPPING LAMP W/ GOLD LOGO","Each","Gifts & Keepsakes","Lamps","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","SC-9948 MSC","Lamps","WASELESKI, BARRY","322853","MRA","Non Metal","#N/A","#N/A","","#N/A","","44","","N","N/A","","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Lamps"
"sku","","","A000189770","SC-9982 MSCJH","","Finished Good","PENSACOLA CHR COL CUSTOM LAMP","20","PENSACOLA CHR COL CUSTOM LAMP","PENSACOLA CHR COL CUSTOM LAMP","Each","Gifts & Keepsakes","Lamps","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","SC-9982 MSCJH","Lamps","PENSACOLA CHRISTIAN COLLEGE","097354","MRA","Non Metal","#N/A","#N/A","","#N/A","","","","N","N/A","","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Lamps"
"sku","","","A000189801","SCP010MV","","Component","SCRAP 10Y MORVILLO","20","SCRAP 10Y MORVILLO","SCRAP 10Y MORVILLO","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP010MV","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189802","SCP010WR","","Component","SCRAP 10Y COBB","20","SCRAP 10Y COBB","SCRAP 10Y COBB","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP010WR","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189804","SCP014MV","","Component","SCRAP 14Y MORVILLO","20","SCRAP 14Y MORVILLO","SCRAP 14Y MORVILLO","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP014MV","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189806","SCP014WR","","Component","SCRAP 14Y COBB","20","SCRAP 14Y COBB","SCRAP 14Y COBB","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP014WR","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189816","SCP01RMV","","Component","SCRAP 10R MORVILLO","20","SCRAP 10R MORVILLO","SCRAP 10R MORVILLO","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP01RMV","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189818","SCP01RWR","","Component","SCRAP 10R COBB","20","SCRAP 10R COBB","SCRAP 10R COBB","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP01RWR","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189820","SCP01WMV","","Component","SCRAP 10W MORVILLO","20","SCRAP 10W MORVILLO","SCRAP 10W MORVILLO","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP01WMV","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189822","SCP01WWR","","Component","SCRAP 10W COBB","20","SCRAP 10W COBB","SCRAP 10W COBB","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP01WWR","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189825","SCP0EP","","Component","SCRAP BRASS","20","SCRAP BRASS","SCRAP BRASS","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP0EP","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189826","SCP0EPBRASS","","Component","SCRAP BRASS","20","SCRAP BRASS","SCRAP BRASS","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP0EPBRASS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189827","SCP0GF","","Component","SCRAP 1/10 GF","20","SCRAP 1/10 GF","SCRAP 1/10 GF","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP0GF","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189828","SCP0GFMV","","Component","SCRAP GFY MORVILLO","20","SCRAP GFY MORVILLO","SCRAP GFY MORVILLO","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP0GFMV","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189830","SCP0SSMV","","Component","SCRAP STERL MORVILLO","20","SCRAP STERL MORVILLO","SCRAP STERL MORVILLO","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP0SSMV","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189831","SCP0SSWR","","Component","SCRAP STERL COBB","20","SCRAP STERL COBB","SCRAP STERL COBB","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP0SSWR","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189865","SCP5GF","","Component","SCRAP 1/10DGF","20","SCRAP 1/10DGF","SCRAP 1/10DGF","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCP5GF","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189877","SCPWGFMV","","Component","SCRAP 1/10GF W MORVILLO","20","SCRAP 1/10GF W MORVILLO","SCRAP 1/10GF W MORVILLO","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCPWGFMV","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189881","SCPXARWR","","Component","SCRAP AURISTA COBB","20","SCRAP AURISTA COBB","SCRAP AURISTA COBB","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCPXARWR","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189896","SCRSTNS604X200","","Component","SCARFSTEM604X260-67-604/200 F860438","20","SCARFSTEM604X260-67-604/200 F860438","SCARFSTEM604X260-67-604/200 F860438","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCRSTNS604X200","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189904","SCWBK0EP01103","","Component","SCREWBACK103 X 380","20","SCREWBACK103 X 380","SCREWBACK103 X 380","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCWBK0EP01103","Component","KAPPA ALPHA PSI-PREPAID","375507","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189909","SCWBK0EP015034","","Component","SCREWBACK503 X 367 YG 70-18-F015034","20","SCREWBACK503 X 367 YG 70-18-F015034","SCREWBACK503 X 367 YG 70-18-F015034","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCWBK0EP015034","Component","KAPPA ALPHA PSI-PREPAID","375507","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189918","SCWPSNS023X312","","Component","SCREWPOST23X312 60-80-23 F020236","20","SCREWPOST23X312 60-80-23 F020236","SCREWPOST23X312 60-80-23 F020236","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCWPSNS023X312","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189963","SETPR014000436","","Component","SETTING 4 PRONG","20","SETTING 4 PRONG","SETTING 4 PRONG","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SETPR014000436","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189969","SETPR01400524","","Component","ROUND SHAPE LOW SETTING 4 PRONG CLOSED BACK","20","ROUND SHAPE LOW SETTING 4 PRONG CLOSED BACK","ROUND SHAPE LOW SETTING 4 PRONG CLOSED BACK","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SETPR01400524","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189977","SETPR0142MM","","Component","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","20","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SETPR0142MM","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189985","SETPR0SS07MM","","Component","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","20","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SETPR0SS07MM","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189986","SETPR0SS099537","","Component","SETTING 4 PRONG 03","20","SETTING 4 PRONG 03","SETTING 4 PRONG 03","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SETPR0SS099537","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189987","SETPR0SS2MM3PT","","Component","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","20","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","ROUND SHAPE LOW SETTING 4 PRONG OPEN BACK 14KY","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SETPR0SS2MM3PT","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000189995","SETPR14W000420","","Component","SETTING 4 PRONG","20","SETTING 4 PRONG","SETTING 4 PRONG","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SETPR14W000420","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000190015","SETTIFF0143033PT","","Component","TIFFANY SETTINGS","20","TIFFANY SETTINGS","TIFFANY SETTINGS","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SETTIFF0143033PT","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000190145","SL8902HBL","","Component","SL8902HBL GP FIGURE 8 KEYRING ( MAGIC NOVELTY )","20","SL8902HBL GP FIGURE 8 KEYRING ( MAGIC NOVELTY )","SL8902HBL GP FIGURE 8 KEYRING ( MAGIC NOVELTY )","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SL8902HBL","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
